ID,Type,Price,Quantity,Timestamp
2710,C,45.48,390,2026-06-23 22:53:34
2711,V,80.38,900,2026-06-23 22:53:35
2712,C,47.98,410,2026-06-23 22:53:39
2713,C,85.44,630,2026-06-23 22:53:40
2714,C,50.94,360,2026-06-23 22:53:41
2715,C,85.37,460,2026-06-23 22:53:44
2716,C,67.09,950,2026-06-23 22:53:45
2717,V,77.25,930,2026-06-23 22:53:46
2718,V,32.55,310,2026-06-23 22:53:49
2719,C,92.63,950,2026-06-23 22:53:51
2720,C,80.97,90,2026-06-23 22:53:52
2721,C,82.15,860,2026-06-23 22:53:55
2722,C,19.22,500,2026-06-23 22:53:58
2723,C,15.62,550,2026-06-23 22:54:02
2724,V,66.33,330,2026-06-23 22:54:07
2725,C,75.54,730,2026-06-23 22:54:08
2726,V,96.49,90,2026-06-23 22:54:09
2727,C,84.37,430,2026-06-23 22:54:12
2728,C,47.6,100,2026-06-23 22:54:16
2729,V,90.16,330,2026-06-23 22:54:21
2730,C,18.85,780,2026-06-23 22:54:24
2731,V,97.43,620,2026-06-23 22:54:28
2732,V,47.87,890,2026-06-23 22:54:32
2733,V,86.25,570,2026-06-23 22:54:35
2734,V,74.8,120,2026-06-23 22:54:37
2735,C,47.73,770,2026-06-23 22:54:41
2736,V,86.12,860,2026-06-23 22:54:44
2737,V,31.58,500,2026-06-23 22:54:49
2738,V,27.21,690,2026-06-23 22:54:53
2739,C,21.63,420,2026-06-23 22:54:56
2740,C,11.66,410,2026-06-23 22:55:00
2741,C,76.19,90,2026-06-23 22:55:03
2742,C,27.86,400,2026-06-23 22:55:08
2743,C,16.05,680,2026-06-23 22:55:10
2744,V,60.12,210,2026-06-23 22:55:11
2745,C,49.97,950,2026-06-23 22:55:12
2746,C,15.77,930,2026-06-23 22:55:15
2747,V,93.42,400,2026-06-23 22:55:16
2748,C,10.17,960,2026-06-23 22:55:19
2749,V,49.76,640,2026-06-23 22:55:23
2750,V,18.44,570,2026-06-23 22:55:28
2751,C,18.19,600,2026-06-23 22:55:29
2752,C,49.55,420,2026-06-23 22:55:34
2753,V,88.79,520,2026-06-23 22:55:38
2754,V,51.91,10,2026-06-23 22:55:41
2755,C,57.25,190,2026-06-23 22:55:42
2756,V,90.38,270,2026-06-23 22:55:47
2757,C,57.23,380,2026-06-23 22:55:52
2758,C,61.33,480,2026-06-23 22:55:53
2759,V,31.25,30,2026-06-23 22:55:58
2760,V,35.47,90,2026-06-23 22:56:01
2761,V,76.97,20,2026-06-23 22:56:06
2762,V,86.11,560,2026-06-23 22:56:09
2763,C,13.49,830,2026-06-23 22:56:13
2764,C,26.3,870,2026-06-23 22:56:16
2765,V,84.2,590,2026-06-23 22:56:19
2766,V,93.46,150,2026-06-23 22:56:20
2767,C,60.27,520,2026-06-23 22:56:23
2768,C,41.37,680,2026-06-23 22:56:27
2769,C,22.82,540,2026-06-23 22:56:32
2770,C,30.94,690,2026-06-23 22:56:36
2771,V,80.87,640,2026-06-23 22:56:37
2772,V,44.95,400,2026-06-23 22:56:40
2773,V,23.82,230,2026-06-23 22:56:45
2774,C,20.09,590,2026-06-23 22:56:46
2775,C,44.69,60,2026-06-23 22:56:51
2776,V,27.72,400,2026-06-23 22:56:56
2777,C,43.97,30,2026-06-23 22:56:57
2778,C,22.74,450,2026-06-23 22:57:00
2779,C,82.42,560,2026-06-23 22:57:05
2780,V,61.24,740,2026-06-23 22:57:08
2781,V,36.72,660,2026-06-23 22:57:11
2782,V,16.05,490,2026-06-23 22:57:13
2783,V,24.3,70,2026-06-23 22:57:16
2784,C,16.34,930,2026-06-23 22:57:17
2785,V,42.48,30,2026-06-23 22:57:20
2786,V,59.22,450,2026-06-23 22:57:21
2787,V,47.58,620,2026-06-23 22:57:24
2788,C,83.77,870,2026-06-23 22:57:27
2789,C,85.13,500,2026-06-23 22:57:32
2790,C,83.67,200,2026-06-23 22:57:36
2791,C,75.21,590,2026-06-23 22:57:37
2792,C,29.88,1000,2026-06-23 22:57:40
2793,V,37.12,950,2026-06-23 22:57:42
2794,C,71.67,970,2026-06-23 22:57:44
2795,C,40.76,600,2026-06-23 22:57:49
2796,C,37.43,970,2026-06-23 22:57:52
2797,V,26.8,320,2026-06-23 22:57:56
2798,C,62.55,210,2026-06-23 22:57:59
2799,V,73.16,570,2026-06-23 22:58:00
2800,C,65.91,780,2026-06-23 22:58:03
2801,C,42.84,480,2026-06-23 22:58:08
2802,C,10.65,660,2026-06-23 22:58:11
2803,V,65.28,430,2026-06-23 22:58:12
2804,V,15.21,740,2026-06-23 22:58:14
2805,C,47.44,880,2026-06-23 22:58:17
2806,C,71.96,680,2026-06-23 22:58:18
2807,C,41.79,90,2026-06-23 22:58:20
2808,V,48.26,370,2026-06-23 22:58:24
2809,V,16.47,60,2026-06-23 22:58:29
2810,C,70.93,960,2026-06-23 22:58:34
2811,V,79.92,290,2026-06-23 22:58:35
2812,C,59.49,730,2026-06-23 22:58:40
2813,V,31.02,540,2026-06-23 22:58:43
2814,V,25.02,300,2026-06-23 22:58:45
2815,C,35.31,760,2026-06-23 22:58:47
2816,V,43.01,460,2026-06-23 22:58:52
2817,V,99.7,450,2026-06-23 22:58:53
2818,C,55.09,270,2026-06-23 22:58:56
2819,C,53.69,770,2026-06-23 22:58:57
2820,C,92.91,750,2026-06-23 22:58:58
2821,V,42.09,740,2026-06-23 22:59:00
2822,C,59.93,750,2026-06-23 22:59:04
2823,C,62.68,970,2026-06-23 22:59:09
2824,C,86.77,810,2026-06-23 22:59:13
2825,C,97.95,110,2026-06-23 22:59:14
2826,V,43.02,130,2026-06-23 22:59:16
2827,V,21.25,920,2026-06-23 22:59:17
2828,V,34.1,930,2026-06-23 22:59:18
2829,V,55.36,70,2026-06-23 22:59:22
2830,V,98.09,460,2026-06-23 22:59:23
2831,C,66.51,890,2026-06-23 22:59:24
2832,C,91.96,40,2026-06-23 22:59:26
2833,V,64.19,750,2026-06-23 22:59:27
2834,C,61.97,660,2026-06-23 22:59:28
2835,V,65.2,110,2026-06-23 22:59:32
2836,C,79.97,270,2026-06-23 22:59:37
2837,C,97.24,270,2026-06-23 22:59:40
2838,V,42.51,540,2026-06-23 22:59:44
2839,V,90.73,650,2026-06-23 22:59:48
2840,V,49.93,750,2026-06-23 22:59:53
2841,V,86.24,280,2026-06-23 22:59:56
2842,C,90.98,270,2026-06-23 23:00:01
2843,C,51.66,70,2026-06-23 23:00:04
2844,C,75.58,770,2026-06-23 23:00:07
2845,C,33.34,260,2026-06-23 23:00:08
2846,C,81.72,340,2026-06-23 23:00:10
2847,V,44.55,980,2026-06-23 23:00:14
2848,C,83.25,350,2026-06-23 23:00:16
2849,V,83.18,150,2026-06-23 23:00:21
2850,C,24.18,930,2026-06-23 23:00:25
2851,V,42.92,870,2026-06-23 23:00:30
2852,V,29.99,340,2026-06-23 23:00:31
2853,C,64.68,750,2026-06-23 23:00:32
2854,C,86.51,810,2026-06-23 23:00:34
2855,V,77.53,380,2026-06-23 23:00:37
2856,V,64.99,590,2026-06-23 23:00:39
2857,C,37.57,650,2026-06-23 23:00:42
2858,C,94.49,590,2026-06-23 23:00:46
2859,V,21.62,940,2026-06-23 23:00:48
2860,V,99.26,970,2026-06-23 23:00:53
2861,V,19.02,610,2026-06-23 23:00:56
2862,C,51.2,980,2026-06-23 23:00:57
2863,C,41.14,330,2026-06-23 23:01:02
2864,V,51.88,940,2026-06-23 23:01:06
2865,V,57.72,330,2026-06-23 23:01:08
2866,V,47.37,170,2026-06-23 23:01:12
2867,C,97.73,560,2026-06-23 23:01:17
2868,C,76.07,670,2026-06-23 23:01:22
2869,V,79.63,40,2026-06-23 23:01:24
2870,C,65.61,960,2026-06-23 23:01:28
2871,C,84.0,650,2026-06-23 23:01:31
2872,V,64.36,680,2026-06-23 23:01:36
2873,C,90.01,310,2026-06-23 23:01:38
2874,V,34.15,330,2026-06-23 23:01:40
2875,C,66.22,320,2026-06-23 23:01:45
2876,C,67.04,360,2026-06-23 23:01:48
2877,C,52.48,680,2026-06-23 23:01:53
2878,V,70.79,890,2026-06-23 23:01:58
2879,V,71.85,70,2026-06-23 23:02:00
2880,C,76.9,650,2026-06-23 23:02:02
2881,C,68.75,540,2026-06-23 23:02:06
2882,V,79.35,600,2026-06-23 23:02:07
2883,V,30.86,30,2026-06-23 23:02:09
2884,V,50.49,210,2026-06-23 23:02:14
2885,V,74.47,650,2026-06-23 23:02:18
2886,V,24.65,510,2026-06-23 23:02:21
2887,V,36.56,620,2026-06-23 23:02:22
2888,C,23.81,890,2026-06-23 23:02:27
2889,V,59.49,570,2026-06-23 23:02:29
2890,C,57.33,830,2026-06-23 23:02:33
2891,C,99.26,990,2026-06-23 23:02:35
2892,C,77.06,800,2026-06-23 23:02:38
2893,V,92.34,70,2026-06-23 23:02:39
2894,C,32.73,800,2026-06-23 23:02:41
2895,V,42.02,1000,2026-06-23 23:02:42
2896,C,10.1,570,2026-06-23 23:02:43
2897,V,84.19,450,2026-06-23 23:02:47
2898,V,77.28,870,2026-06-23 23:02:52
2899,V,72.61,60,2026-06-23 23:02:55
2900,V,58.53,270,2026-06-23 23:02:56
2901,V,31.0,760,2026-06-23 23:03:00
2902,V,71.59,900,2026-06-23 23:03:02
2903,C,83.97,440,2026-06-23 23:03:07
2904,V,28.41,700,2026-06-23 23:03:09
2905,C,43.01,670,2026-06-23 23:03:14
2906,C,78.1,550,2026-06-23 23:03:15
2907,V,56.21,240,2026-06-23 23:03:17
2908,V,54.43,660,2026-06-23 23:03:20
2909,C,41.69,850,2026-06-23 23:03:25
2910,V,13.6,870,2026-06-23 23:03:27
2911,V,59.64,500,2026-06-23 23:03:32
2912,C,14.94,90,2026-06-23 23:03:36
2913,C,76.66,550,2026-06-23 23:03:37
2914,C,95.39,290,2026-06-23 23:03:40
2915,C,54.67,770,2026-06-23 23:03:42
2916,V,76.03,730,2026-06-23 23:03:46
2917,C,13.18,490,2026-06-23 23:03:47
2918,C,28.99,340,2026-06-23 23:03:48
2919,V,57.17,900,2026-06-23 23:03:52
2920,V,75.64,570,2026-06-23 23:03:54
2921,V,83.09,860,2026-06-23 23:03:55
2922,C,72.17,920,2026-06-23 23:03:57
2923,V,33.94,440,2026-06-23 23:03:59
2924,C,24.37,650,2026-06-23 23:04:04
2925,V,97.43,580,2026-06-23 23:04:09
2926,C,77.57,720,2026-06-23 23:04:10
2927,C,20.01,870,2026-06-23 23:04:11
2928,V,41.63,100,2026-06-23 23:04:12
2929,V,32.35,270,2026-06-23 23:04:16
2930,C,32.24,120,2026-06-23 23:04:18
2931,V,70.42,970,2026-06-23 23:04:22
2932,C,91.28,80,2026-06-23 23:04:27
2933,V,18.01,40,2026-06-23 23:04:28
2934,C,80.05,1000,2026-06-23 23:04:29
2935,V,43.7,190,2026-06-23 23:04:31
2936,C,24.04,430,2026-06-23 23:04:33
2937,C,40.96,130,2026-06-23 23:04:34
2938,V,65.71,810,2026-06-23 23:04:36
2939,V,18.5,680,2026-06-23 23:04:41
2940,C,89.37,430,2026-06-23 23:04:42
2941,V,18.42,830,2026-06-23 23:04:47
2942,V,52.23,990,2026-06-23 23:04:51
2943,C,43.1,880,2026-06-23 23:04:56
2944,C,94.82,70,2026-06-23 23:05:00
2945,V,66.11,650,2026-06-23 23:05:02
2946,V,88.71,530,2026-06-23 23:05:06
2947,V,49.43,30,2026-06-23 23:05:11
2948,C,25.74,200,2026-06-23 23:05:16
2949,V,20.44,540,2026-06-23 23:05:18
2950,V,68.0,680,2026-06-23 23:05:19
2951,V,74.04,580,2026-06-23 23:05:22
2952,C,56.57,910,2026-06-23 23:05:23
2953,C,68.98,310,2026-06-23 23:05:25
2954,V,39.13,240,2026-06-23 23:05:30
2955,C,40.03,780,2026-06-23 23:05:33
2956,C,80.2,760,2026-06-23 23:05:34
2957,V,57.77,60,2026-06-23 23:05:39
2958,V,54.78,660,2026-06-23 23:05:42
2959,C,61.61,300,2026-06-23 23:05:43
2960,C,14.83,110,2026-06-23 23:05:44
2961,C,92.79,1000,2026-06-23 23:05:45
2962,V,81.51,690,2026-06-23 23:05:48
2963,V,38.49,500,2026-06-23 23:05:50
2964,V,63.93,350,2026-06-23 23:05:55
2965,V,42.59,470,2026-06-23 23:05:57
2966,V,65.56,930,2026-06-23 23:05:58
2967,C,57.06,470,2026-06-23 23:06:00
2968,V,13.76,920,2026-06-23 23:06:05
2969,C,71.25,610,2026-06-23 23:06:08
2970,V,74.97,350,2026-06-23 23:06:12
2971,C,75.2,930,2026-06-23 23:06:16
2972,C,51.07,150,2026-06-23 23:06:20
2973,C,29.8,610,2026-06-23 23:06:24
2974,V,43.83,720,2026-06-23 23:06:29
2975,V,23.16,960,2026-06-23 23:06:33
2976,V,84.44,800,2026-06-23 23:06:38
2977,V,52.35,80,2026-06-23 23:06:40
2978,C,47.5,360,2026-06-23 23:06:44
2979,V,88.0,180,2026-06-23 23:06:46
2980,C,87.02,610,2026-06-23 23:06:50
2981,V,92.22,620,2026-06-23 23:06:54
2982,V,82.45,770,2026-06-23 23:06:58
2983,C,64.69,990,2026-06-23 23:07:02
2984,C,20.64,460,2026-06-23 23:07:06
2985,C,21.23,930,2026-06-23 23:07:08
2986,C,71.69,720,2026-06-23 23:07:10
2987,V,60.78,900,2026-06-23 23:07:11
2988,C,19.8,10,2026-06-23 23:07:15
2989,C,44.47,70,2026-06-23 23:07:20
2990,V,12.58,260,2026-06-23 23:07:22
2991,C,64.98,80,2026-06-23 23:07:23
2992,V,77.42,910,2026-06-23 23:07:27
2993,V,91.85,20,2026-06-23 23:07:31
2994,V,52.38,250,2026-06-23 23:07:33
2995,C,55.48,250,2026-06-23 23:07:34
2996,V,38.77,700,2026-06-23 23:07:37
2997,V,28.67,300,2026-06-23 23:07:42
2998,V,93.06,450,2026-06-23 23:07:44
2999,C,66.86,270,2026-06-23 23:07:47
3000,V,66.34,640,2026-06-23 23:07:51
3001,V,89.83,780,2026-06-23 23:07:52
3002,V,46.4,740,2026-06-23 23:07:54
3003,V,33.64,880,2026-06-23 23:07:57
3004,C,24.92,920,2026-06-23 23:07:59
3005,V,19.01,170,2026-06-23 23:08:02
3006,V,35.41,80,2026-06-23 23:08:06
3007,C,95.29,460,2026-06-23 23:08:11
3008,V,36.73,520,2026-06-23 23:08:14
3009,V,56.47,800,2026-06-23 23:08:17
3010,V,11.75,930,2026-06-23 23:08:20
3011,C,72.07,120,2026-06-23 23:08:23
3012,C,10.37,770,2026-06-23 23:08:25
3013,C,91.71,570,2026-06-23 23:08:28
3014,V,45.74,430,2026-06-23 23:08:33
3015,C,38.95,520,2026-06-23 23:08:35
3016,V,30.43,730,2026-06-23 23:08:36
3017,V,77.98,70,2026-06-23 23:08:39
3018,C,57.49,130,2026-06-23 23:08:40
3019,C,95.21,230,2026-06-23 23:08:42
3020,C,42.9,100,2026-06-23 23:08:45
3021,V,30.87,800,2026-06-23 23:08:50
3022,C,86.18,590,2026-06-23 23:08:53
3023,V,76.73,620,2026-06-23 23:08:54
3024,V,30.77,880,2026-06-23 23:08:59
3025,V,51.66,140,2026-06-23 23:09:03
3026,C,13.32,260,2026-06-23 23:09:06
3027,C,71.7,950,2026-06-23 23:09:11
3028,C,56.19,300,2026-06-23 23:09:14
3029,V,53.8,750,2026-06-23 23:09:15
3030,V,21.94,660,2026-06-23 23:09:17
3031,V,71.1,480,2026-06-23 23:09:19
3032,V,78.72,710,2026-06-23 23:09:24
3033,C,56.48,770,2026-06-23 23:09:28
3034,C,57.18,710,2026-06-23 23:09:32
3035,V,73.04,10,2026-06-23 23:09:34
3036,C,70.22,360,2026-06-23 23:09:37
3037,V,95.84,50,2026-06-23 23:09:39
3038,C,53.87,200,2026-06-23 23:09:40
3039,C,77.52,950,2026-06-23 23:09:45
3040,C,32.93,710,2026-06-23 23:09:48
3041,V,31.36,960,2026-06-23 23:09:49
3042,C,95.76,650,2026-06-23 23:09:53
3043,V,82.09,980,2026-06-23 23:09:56
3044,V,97.43,470,2026-06-23 23:09:57
3045,V,75.95,80,2026-06-23 23:10:01
3046,V,88.3,790,2026-06-23 23:10:05
3047,V,31.93,60,2026-06-23 23:10:06
3048,V,91.46,270,2026-06-23 23:10:09
3049,C,27.6,520,2026-06-23 23:10:12
3050,C,74.91,820,2026-06-23 23:10:16
3051,C,22.11,200,2026-06-23 23:10:21
3052,C,80.82,290,2026-06-23 23:10:23
3053,V,40.65,250,2026-06-23 23:10:26
3054,V,35.3,670,2026-06-23 23:10:30
3055,C,64.35,730,2026-06-23 23:10:34
3056,C,37.49,990,2026-06-23 23:10:39
3057,C,40.21,430,2026-06-23 23:10:41
3058,C,41.29,100,2026-06-23 23:10:44
3059,V,49.06,550,2026-06-23 23:10:45
3060,V,86.46,360,2026-06-23 23:10:50
3061,C,81.13,240,2026-06-23 23:10:53
3062,C,18.8,810,2026-06-23 23:10:55
3063,C,95.31,430,2026-06-23 23:10:56
3064,V,77.19,430,2026-06-23 23:10:58
3065,C,18.69,420,2026-06-23 23:10:59
3066,C,18.8,950,2026-06-23 23:11:04
3067,V,34.53,910,2026-06-23 23:11:09
3068,V,62.96,160,2026-06-23 23:11:14
3069,C,40.84,970,2026-06-23 23:11:15
3070,C,99.04,710,2026-06-23 23:11:16
3071,V,25.97,560,2026-06-23 23:11:19
3072,C,51.64,80,2026-06-23 23:11:24
3073,V,24.39,1000,2026-06-23 23:11:28
3074,C,52.13,790,2026-06-23 23:11:29
3075,C,65.11,230,2026-06-23 23:11:31
3076,C,48.09,420,2026-06-23 23:11:34
3077,V,49.43,300,2026-06-23 23:11:39
3078,C,76.08,920,2026-06-23 23:11:40
3079,C,48.6,370,2026-06-23 23:11:45
3080,C,27.68,70,2026-06-23 23:11:50
3081,V,71.61,710,2026-06-23 23:11:51
3082,C,72.86,540,2026-06-23 23:11:55
3083,V,53.97,180,2026-06-23 23:11:59
3084,V,65.91,300,2026-06-23 23:12:00
3085,C,44.51,560,2026-06-23 23:12:02
3086,C,65.74,460,2026-06-23 23:12:05
3087,V,58.89,750,2026-06-23 23:12:08
3088,V,15.37,830,2026-06-23 23:12:12
3089,C,18.05,460,2026-06-23 23:12:13
3090,C,15.81,560,2026-06-23 23:12:18
3091,V,13.69,690,2026-06-23 23:12:23
3092,C,52.46,170,2026-06-23 23:12:28
3093,C,37.97,1000,2026-06-23 23:12:29
3094,V,86.59,720,2026-06-23 23:12:31
3095,V,33.48,970,2026-06-23 23:12:33
3096,C,26.16,560,2026-06-23 23:12:38
3097,C,99.26,140,2026-06-23 23:12:42
3098,V,30.74,870,2026-06-23 23:12:47
3099,C,14.8,750,2026-06-23 23:12:48
3100,C,68.76,890,2026-06-23 23:12:51
3101,C,20.7,30,2026-06-23 23:12:56
3102,C,36.94,330,2026-06-23 23:13:00
3103,V,65.11,700,2026-06-23 23:13:03
3104,V,95.39,690,2026-06-23 23:13:07
3105,C,97.45,690,2026-06-23 23:13:11
3106,V,88.4,720,2026-06-23 23:13:15
3107,C,61.47,40,2026-06-23 23:13:20
3108,C,80.77,840,2026-06-23 23:13:25
3109,V,26.7,660,2026-06-23 23:13:29
3110,C,32.47,930,2026-06-23 23:13:33
3111,V,27.84,940,2026-06-23 23:13:37
3112,V,16.18,140,2026-06-23 23:13:41
3113,V,83.25,170,2026-06-23 23:13:43
3114,V,20.69,570,2026-06-23 23:13:44
3115,V,57.99,260,2026-06-23 23:13:49
3116,V,93.84,70,2026-06-23 23:13:53
3117,V,80.99,520,2026-06-23 23:13:55
3118,V,83.44,200,2026-06-23 23:13:59
3119,C,31.84,820,2026-06-23 23:14:04
3120,C,52.8,320,2026-06-23 23:14:06
3121,V,66.72,290,2026-06-23 23:14:08
3122,C,42.24,610,2026-06-23 23:14:13
3123,V,19.01,210,2026-06-23 23:14:16
3124,C,10.5,400,2026-06-23 23:14:19
3125,V,12.96,890,2026-06-23 23:14:22
3126,V,28.81,70,2026-06-23 23:14:23
3127,C,49.37,590,2026-06-23 23:14:24
3128,C,59.36,980,2026-06-23 23:14:29
3129,V,92.9,310,2026-06-23 23:14:33
3130,V,83.56,760,2026-06-23 23:14:36
3131,V,73.36,240,2026-06-23 23:14:38
3132,V,81.81,640,2026-06-23 23:14:42
3133,V,43.62,410,2026-06-23 23:14:44
3134,V,98.56,690,2026-06-23 23:14:49
3135,V,11.63,150,2026-06-23 23:14:52
3136,V,94.66,960,2026-06-23 23:14:57
3137,V,73.2,190,2026-06-23 23:14:59
3138,V,11.37,690,2026-06-23 23:15:04
3139,V,89.56,920,2026-06-23 23:15:08
3140,V,90.94,770,2026-06-23 23:15:13
3141,C,54.08,980,2026-06-23 23:15:18
3142,C,30.77,500,2026-06-23 23:15:20
3143,C,73.72,310,2026-06-23 23:15:24
3144,C,81.33,960,2026-06-23 23:15:26
3145,V,60.88,950,2026-06-23 23:15:27
3146,C,32.68,690,2026-06-23 23:15:30
3147,V,76.79,380,2026-06-23 23:15:33
3148,V,65.37,240,2026-06-23 23:15:36
3149,V,93.43,430,2026-06-23 23:15:38
3150,V,48.6,140,2026-06-23 23:15:40
3151,C,77.24,320,2026-06-23 23:15:44
3152,V,52.28,90,2026-06-23 23:15:46
3153,C,99.24,910,2026-06-23 23:15:48
3154,C,11.4,540,2026-06-23 23:15:49
3155,V,88.21,930,2026-06-23 23:15:51
3156,V,54.9,700,2026-06-23 23:15:56
3157,V,17.14,190,2026-06-23 23:16:00
3158,V,48.01,800,2026-06-23 23:16:05
3159,C,81.32,490,2026-06-23 23:16:10
3160,C,62.56,340,2026-06-23 23:16:13
3161,V,68.81,480,2026-06-23 23:16:18
3162,C,55.07,820,2026-06-23 23:16:21
3163,C,46.46,990,2026-06-23 23:16:22
3164,V,94.02,580,2026-06-23 23:16:23
3165,C,23.45,260,2026-06-23 23:16:26
3166,C,60.11,220,2026-06-23 23:16:27
3167,V,21.81,490,2026-06-23 23:16:28
3168,C,53.21,380,2026-06-23 23:16:31
3169,C,41.42,650,2026-06-23 23:16:35
3170,C,30.95,300,2026-06-23 23:16:37
3171,C,35.53,760,2026-06-23 23:16:40
3172,V,80.57,10,2026-06-23 23:16:42
3173,C,97.2,840,2026-06-23 23:16:47
3174,V,68.15,230,2026-06-23 23:16:52
3175,C,62.05,540,2026-06-23 23:16:55
3176,V,24.01,130,2026-06-23 23:16:58
3177,C,87.9,710,2026-06-23 23:17:00
3178,V,83.92,30,2026-06-23 23:17:04
3179,C,10.2,320,2026-06-23 23:17:09
3180,C,46.79,900,2026-06-23 23:17:10
3181,V,15.26,670,2026-06-23 23:17:14
3182,V,72.01,90,2026-06-23 23:17:17
3183,V,96.72,610,2026-06-23 23:17:22
3184,C,95.49,400,2026-06-23 23:17:25
3185,V,37.33,190,2026-06-23 23:17:27
3186,C,79.08,970,2026-06-23 23:17:32
3187,V,79.96,40,2026-06-23 23:17:34
3188,V,95.05,880,2026-06-23 23:17:39
3189,C,14.74,280,2026-06-23 23:17:42
3190,V,80.35,20,2026-06-23 23:17:44
3191,V,11.73,800,2026-06-23 23:17:45
3192,V,36.1,80,2026-06-23 23:17:47
3193,C,74.13,60,2026-06-23 23:17:48
3194,V,82.6,530,2026-06-23 23:17:50
3195,V,26.48,360,2026-06-23 23:17:55
3196,V,23.17,920,2026-06-23 23:17:57
3197,C,70.18,30,2026-06-23 23:18:02
3198,C,25.65,250,2026-06-23 23:18:05
3199,C,77.33,340,2026-06-23 23:18:10
3200,C,92.99,560,2026-06-23 23:18:11
3201,C,28.79,930,2026-06-23 23:18:13
3202,V,59.31,830,2026-06-23 23:18:16
3203,C,78.55,100,2026-06-23 23:18:18
3204,V,51.01,820,2026-06-23 23:18:20
3205,V,27.64,300,2026-06-23 23:18:22
3206,C,13.94,310,2026-06-23 23:18:23
3207,V,37.21,20,2026-06-23 23:18:27
3208,V,90.26,770,2026-06-23 23:18:30
3209,C,12.89,120,2026-06-23 23:18:32
3210,V,10.62,150,2026-06-23 23:18:37
3211,C,54.91,390,2026-06-23 23:18:40
3212,C,23.66,200,2026-06-23 23:18:43
3213,C,77.2,140,2026-06-23 23:18:44
3214,C,67.26,410,2026-06-23 23:18:47
3215,C,25.71,170,2026-06-23 23:18:49
3216,C,41.3,470,2026-06-23 23:18:53
3217,V,56.33,180,2026-06-23 23:18:57
3218,C,51.66,320,2026-06-23 23:19:01
3219,C,43.88,290,2026-06-23 23:19:02
3220,V,73.77,690,2026-06-23 23:19:05
3221,C,11.27,500,2026-06-23 23:19:10
3222,C,87.0,230,2026-06-23 23:19:13
3223,V,94.43,370,2026-06-23 23:19:16
3224,C,51.17,490,2026-06-23 23:19:17
3225,V,38.67,910,2026-06-23 23:19:20
3226,V,43.98,930,2026-06-23 23:19:22
3227,V,39.75,30,2026-06-23 23:19:27
3228,C,87.67,910,2026-06-23 23:19:31
3229,C,35.44,960,2026-06-23 23:19:34
3230,V,88.97,240,2026-06-23 23:19:36
3231,C,10.43,570,2026-06-23 23:19:38
3232,V,16.37,740,2026-06-23 23:19:40
3233,V,72.85,950,2026-06-23 23:19:45
3234,C,55.78,540,2026-06-23 23:19:50
3235,C,48.25,230,2026-06-23 23:19:51
3236,V,29.19,960,2026-06-23 23:19:53
3237,C,43.57,490,2026-06-23 23:19:55
3238,C,37.08,60,2026-06-23 23:20:00
3239,V,41.99,360,2026-06-23 23:20:05
3240,C,96.99,60,2026-06-23 23:20:06
3241,C,14.68,550,2026-06-23 23:20:10
3242,C,70.11,60,2026-06-23 23:20:11
3243,C,21.81,40,2026-06-23 23:20:16
3244,C,90.95,830,2026-06-23 23:20:20
3245,V,27.54,410,2026-06-23 23:20:24
3246,C,74.06,980,2026-06-23 23:20:25
3247,V,27.05,210,2026-06-23 23:20:27
3248,V,55.15,460,2026-06-23 23:20:29
3249,V,26.49,480,2026-06-23 23:20:32
3250,V,38.99,300,2026-06-23 23:20:37
3251,V,19.28,870,2026-06-23 23:20:41
3252,C,53.77,360,2026-06-23 23:20:43
3253,C,44.4,750,2026-06-23 23:20:45
3254,C,98.65,40,2026-06-23 23:20:46
3255,C,33.13,260,2026-06-23 23:20:49
3256,V,48.09,740,2026-06-23 23:20:50
3257,C,50.41,240,2026-06-23 23:20:51
3258,V,74.0,310,2026-06-23 23:20:52
3259,C,61.7,640,2026-06-23 23:20:56
3260,C,61.44,970,2026-06-23 23:21:01
3261,V,26.49,690,2026-06-23 23:21:04
3262,C,66.1,880,2026-06-23 23:21:05
3263,V,67.12,810,2026-06-23 23:21:08
3264,C,68.96,770,2026-06-23 23:21:13
3265,V,59.17,910,2026-06-23 23:21:18
3266,V,52.28,810,2026-06-23 23:21:22
3267,C,51.08,160,2026-06-23 23:21:26
3268,C,69.4,370,2026-06-23 23:21:31
3269,V,22.83,350,2026-06-23 23:21:32
3270,V,65.24,270,2026-06-23 23:21:37
3271,V,70.69,690,2026-06-23 23:21:39
3272,C,90.17,800,2026-06-23 23:21:42
3273,V,45.95,890,2026-06-23 23:21:47
3274,V,60.67,620,2026-06-23 23:21:48
3275,V,40.69,280,2026-06-23 23:21:53
3276,V,80.06,20,2026-06-23 23:21:57
3277,C,62.28,460,2026-06-23 23:21:59
3278,V,52.25,820,2026-06-23 23:22:01
3279,V,37.06,600,2026-06-23 23:22:04
3280,C,98.54,680,2026-06-23 23:22:05
3281,C,21.44,570,2026-06-23 23:22:08
3282,V,26.72,880,2026-06-23 23:22:09
3283,C,35.81,410,2026-06-23 23:22:12
3284,C,20.16,340,2026-06-23 23:22:13
3285,V,72.88,70,2026-06-23 23:22:14
3286,C,45.77,30,2026-06-23 23:22:16
3287,V,27.36,40,2026-06-23 23:22:19
3288,C,13.17,310,2026-06-23 23:22:23
3289,C,87.24,240,2026-06-23 23:22:28
3290,C,53.19,10,2026-06-23 23:22:29
3291,V,10.95,700,2026-06-23 23:22:31
